Town_ID,Town_Name,County,Type,Population,Square_KM,Square_MI,Altitude,Postal_Code,URL,Incorporated_Villages,Clerk_First_Name,Clerk_Last_Name,Mailing_Address,Mailing_City,Mailing_State,Mailing_Zip,Physical_Address,Physical_City,Physical_State,Physical_Zip,Office_Phone,Office_Fax,Clerk_Email,Clerk_Hours,Location 1
163,Randolph,Orange,Town,4853,124.1,47.9,694,05060,http://randolphvt.govoffice2.com/,NULL,Joyce,Mazzucco,Drawer B,Randolph,VT,05060,7 Summer Street,Randolph,VT,05060,802-728-5433 x11,802-728-5818,clerk@randolphvt.org,M-F 8-4:30,"7 Summer Street
Randolph, VT 05060
(43.92366060100005, -72.66682534299997)"
186,Shrewsbury,Rutland,Town,1108,130,50.2,1640,05738,http://www.shrewsburyvt.org,NULL,Mark,Goodwin,9823 Cold River Road,Shrewsbury,VT,05738,9823 Cold River Road,Shrewsbury,VT,05738,802-492-3511,802-492-3511,shrewsburyclerk@vermontel.net,M-Th 8:30-3; and by appt.,"9823 Cold River Road
Shrewsbury, VT 05738
(43.52928638900005, -72.82839253799995)"
10,Baltimore,Windsor,Town,250,12.1,4.7,1067,05143,http://www.baltimorevt.org,NULL,Debby,Bean,1902 Baltimore Road,Baltimore,VT,05143,1902 Baltimore Road,Baltimore,VT,05143,802-263-5274,802-263-5274,baltimorevt@tds.net,W 4-6pm; Th 9-11; and by appt.,"1902 Baltimore Road
Baltimore, VT 05143
(43.36174000400007, -72.57146480499995)"
122,Manchester,Bennington,Town,4180,109.5,42.3,700,05255,http://www.manchester-vt.gov/,Manchester,Linda,Spence,P.O. Box 830,Manchester Center,VT,05255,6039 Main Street,Manchester Center,VT,05255,802-362-1315,802-362-1315,l.spence@manchester-vt.gov,M T Th F 8:30-1 and 2-4:30; W 10-6,"6039 Main Street
Manchester Center, VT 05255
(43.18863508100003, -73.04316662099995)"
202,Sudbury,Rutland,Town,583,57.5,22.2,572,05733,NULL,NULL,Steve,Sgorbati,36 Blacksmith Lane,Sudbury,VT,05733,36 Blacksmith Lane,Sudbury,VT,05733,802-623-7296,802-623-7296,NULL,M 9-4; W 7-9 p.m.; F 9-3; and by appt.,"36 Blacksmith Lane
Sudbury, VT 05733
(43.79969351500006, -73.20490292499994)"
19,Berkshire,Franklin,Town,1388,109.3,42.2,750,05450,NULL,NULL,Virginia,Messier,4454 Watertower Road,Enosburg,VT,05450,4454 Watertower Road,Bershire,VT,05450,802-933-2335,802-933-5913,townclerk@berkshirevt.com,M T 8-5; W Th 9-4,"4454 Watertower Road
Bershire, VT 05450
(44.97198239900007, -72.77415232799996)"
166,Richford,Franklin,Town,2321,112.1,43.3,477,05476,http://www.richfordvt.com,NULL,Gary,Snider,P.O. Box 236,Richford,VT,05476,94 Main Street,Richford,VT,05476,802-848-7751,802-848-7752,townclerk@richfordvt.org,M-F 8:30-4,"94 Main Street
Richford, VT 05476
(44.99461667000003, -72.67323087799997)"
151,Pawlet,Rutland,Town,1394,111.1,42.9,690,05761,http://pawlet.vt.gov/,NULL,Debra,Hawkins,P.O. Box 128,Pawlet,VT,05761,122 School Street,Pawlet,VT,05761,802-325-3309,802-325-6109,pawletclerk@vermontel.net,M W 8:30-3:30; T 11-6; Th 9-12,"122 School Street
Pawlet, VT 05761
(43.34553661700005, -73.17893049299994)"
196,Stannard,Caledonia,Town,185,32.5,12.5,1700,05842,NULL,NULL,Connie,Withers,P.O. Box 94,Greensboro Bend,VT,05842,615 Stannard Mountain Road,Stannard,VT,05842,802-533-2577,NULL,townofstanndard@myfairpoint.net,W 8-12,"615 Stannard Mountain Road
Stannard, VT 05842
(44.542526966000025, -72.21302449999996)"
131,Montgomery,Franklin,Town,992,147,56.7,492,05471,http://www.montgomeryvt.us/,NULL,Renee,Patterson,P.O. Box 356,Montgomery Center,VT,05471,98 Main Street,Montgomery Center,VT,05471,802-326-4719,802-326-5053,montgomerytc@fairpoint.net,M 8-12 and 1-6; T Th F 8-12 and 1-4,"98 Main Street
Montgomery Center, VT 05471
(44.878284603000054, -72.60946590599997)"
62,Dummerston,Windham,Town,1915,79.8,30.8,756,05346,http://www.dummerston.org,NULL,Pamela,McFadden,1523 Middle Road,East Dummerston,VT,05346,1523 Middle Road,East Dummerston,VT,05346,802-257-1496,802-257-4671,townclerk@dummerston.org,M T Th F 9-3; W 11-5,"1523 Middle Road
East Dummerston, VT 05346
(42.93627261900008, -72.57177822499995)"
127,Middlesex,Washington,Town,1729,103.2,39.9,560,05602,http://middlesexvermont.org/,NULL,Cindy,Carlson,5 Church Street,Middlesex,VT,05602,5 Church Street,Middlesex,VT,05602,802-223-5915,802-223-1298,middlesxtwnclrk@comcast.net,M-Th 8:30-12 and 1-4:30; F 8:30-12:30,"5 Church Street
Middlesex, VT 05602
(44.29258667000005, -72.67959032099998)"
147,Norwich,Washington,Town,3544,116.1,44.8,531,05055,http://www.norwich.vt.us/,NULL,Bonnie,Munday,P.O. Box 376,Norwich,VT,05055,300 Main Street,Norwich,VT,05055,802-649-1419  x103,802-649-0123,clerk@norwich.vt.us,M-F 8:30-4:30,"300 Main Street
Norwich, VT 05055
(43.71385773800006, -72.30828363799998)"
134,Morgan,Orleans,Town,669,87.7,33.9,1384,05853,http://www.town.morgan-vt.org/,NULL,Tammy Lee,Morin,P.O. Box 45,Morgan,VT,05853,41 Meade Hill Road,Morgan,VT,05853,802-895-2927,802-895-4204,tmorganvt@comcast.net,M Th 8-4; T W 8-3,"41 Meade Hill Road
Morgan, VT 05853
(44.91397307500006, -72.01453473899994)"
221,Wardsboro,Windham,Town,854,75.8,29.3,1090,05355,NULL,NULL,Jacqueline,Bedard,P.O. Box 48,Wardsboro,VT,05355,71 Main Street,Wardsboro,VT,05355,802-896-6055,802-896-1000,wardsborotownoffice@myfairpoint.net,M-Th 9-12 and 1-4:30,"71 Main Street
Wardsboro, VT 05355
(43.041754801000025, -72.78991784799996)"
199,Stowe,Lamoille,Town,4339,188.4,72.7,723,05672,http://www.townofstowevt.org/,NULL,Alison,Kaiser,P.O. Box 248,Stowe,VT,05672,67 Main Street,Stowe,VT,05672,802-253-6133,802-253-6143,akaiser@townofstowevermont.org,M-F 8-4:30,"67 Main Street
Stowe, VT 05672
(44.465426638000054, -72.68596935299996)"
245,Williston,Chittenden,Town,1650,79.5,30.7,501,05495,http://town.williston.vt.us,NULL,Deb,Beckett,7900 Williston Road,Williston,VT,05495,7900 Williston Road,Williston,VT,05495,802-878-5121,802-764-1140,beckettd@willistontown.com,M-F 8:30-5,"7900 Williston Road
Williston, VT 05495
(44.438451721000035, -73.07290673899996)"
201,Stratton,Windham,Town,136,121.5,46.9,1880,05360,http://townofstrattonvt.com/,NULL,Kent,Young,9 West Jamaica Road,Stratton,VT,05360,9 West Jamaica Road,Stratton,VT,05360,802-896-6184,802-896-6330,townclerk@townofstrattonvt.com,M-Th 9-3,"9 West Jamaica Road
Stratton, VT 05360
(43.042935889000034, -72.90888864099998)"
140,Newbury,Orange,Town,1955,166.9,64.4,418,05051,,"Newbury, Wells River",Susan,Underwood,P.O. Box 126,Newbury,VT,05051,4982 Main Street S,Newbury,VT,05051,802-866-5521,802-866-5301,clerk@newburyvt.org,M W Th F 8:30-2:30; T 8:30-6,"4982 Main Street S
Newbury, VT 05051
(44.07928432700004, -72.05770728199997)"
183,Shelburne,Chittenden,Town,6944,116.3,44.9,148,05482,http://www.shelburnevt.org/,NULL,Colleen,Haag,P.O. Box 88,Shelburne,VT,05482,5420 Shelburne Road,Shelburne,VT,05482,802-985-5116,802-985-9550,chaag@shelburnevt.org,M-F 8:30-5:30,"5420 Shelburne Road
Shelburne, VT 05482
(44.37835215800004, -73.22845441299995)"
229,Weathersfield,Windsor,Town,2788,114.4,44.2,412,05030,http://www.weathersfield.org/,Perkinsville,Flo-Ann,Dango,P.O. Box 550,Ascutney,VT,05030,5259 US Route 5,Ascutney,VT,05030,802-674-9500,802-674-2117,tclerk@weathersfield.org,M-W 9-5; Th 9-5:30; and by appt.,"5259 US Route 5
Ascutney, VT 05030
(43.406729462000044, -72.40751666499995)"
219,Wallingford,Rutland,Town,2274,112.5,43.4,620,05773,http://www.wallingfordvt.com/,NULL,Joyce,Barbieri,75 School Street,Wallingford,VT,05773,73 School Street,Wallingford,VT,05773,802-446-2336,802-446-3174,townclerk@wallingfordvt.com,M-Th 8-4:30; F 8-12,"73 School Street
Wallingford, VT 05773
(43.47149454700008, -72.97585288399995)"
155,Pittsford,Rutland,Town,3140,112.8,43.5,560,05763,http://www.town.pittsford.vt.us,NULL,Helen,McKinlay,P.O. Box 10,Pittsford,VT,05763,426 Plains Road,Pittsford,VT,05763,802-483-6500 x13,802-483-6612,mckinlay1@myfairpoint.net,M-W 8-4:30; Th 8-6; F 8-3; and by appt.,"426 Plains Road
Pittsford, VT 05763
(43.715677191000054, -73.02842750799994)"
83,Grafton,Windham,Town,649,99.5,38.4,860,05146,http://www.graftonvermont.org,NULL,Kimberly,Record,P.O. Box 180,Grafton,VT,05146,117 Main Street,Grafton,VT,05146,802-843-2419,802-843-6100,gtclerk@vermontel.net,M T Th F 9-12 and 1-4,"117 Main Street
Grafton, VT 05146
(43.17253533000007, -72.60849798999999)"
99,Hubbardton,Rutland,Town,752,74.7,28.9,480,05735,http://hubbardtonvt.com/,NULL,Margaret,Vittum,1831 Monument Hill Road,Castleton,VT,05735,1831 Monument Hill Road,Hubbardton,VT,05735,802-273-2951,802-273-3729,clrkhubb@shoreham.net,M W F 9-2,"1831 Monument Hill Road
Hubbardton, VT 05735
(43.717184375000045, -73.15850629799996)"
72,Fairfield,Franklin,Town,1800,177.5,68.5,500,05455,http://fairfieldvermont.us/,NULL,Amanda,Forbes,P.O. Box 5,Fairfield,VT,05455,25 North Rd,Fairfield,VT,05455,802-827-3261,802-827-3653,amanda@fairfieldvermont.us,M T Th F 8-3; W 10:30-5:30,"25 North Rd
Fairfield, VT 05455
(44.80210955700005, -72.94502304599996)"
241,Wheelock,Caledonia,Town,811,103.1,39.8,790,05851,NULL,NULL,Doug,Reid,P.O. Box 1328,Wheelock,VT,05851,1192 Route 122,Wheelock,VT,05851,802-626-9094,802-626-9094,wheelocktown@gmail.com,"M&Th 8:30a-4:00p, W 10:30a-6:00p","1192 Route 122
Wheelock, VT 05851
(44.587344968000025, -72.08282472099995)"
247,Windham,Windham,Town,328,67.6,26.1,1967,05359,http://windhamvt.info/,NULL,Alison,Trowbridge,5976 Windham Hill Road,Windham,VT,05359,5976 Windham Hill Road,Windham,VT,05359,802-874-4211,802-874-4144,Windham.town@gmail.com,"Mon 12:00 to 6:00, Tue 845 to 45, & Thu 12:00 to 3:00","5976 Windham Hill Road
Windham, VT 05359
(43.16597884600003, -72.72584406499993)"
208,Topsham,Orange,Town,1142,126.9,49,1284,05076,http://www.topshamvt.org/,NULL,Cynthia,Flannigan,P.O. Box 69,Topsham,VT,05076,6 Harts Road,Topsham,VT,05076,802-439-5505,802-439-5505,topsham@tops-tele.com,M 1-6; T Th F 9-4,"6 Harts Road
Topsham, VT 05076
(44.12131150100004, -72.23183089199995)"
46,Charlotte,Chittenden,Town,3569,130.6,50.4,110,05445,http://www.charlottevt.org/,NULL,Mary,Mead,P.O. Box 119,Charlotte,VT,05445,159 Ferry Road,Charlotte,VT,05445,802-425-3071,802-425-4241,mary@townofcharlotte.com,M-F 8-4,"159 Ferry Road
Charlotte, VT 05445
(44.31100243800006, -73.24973705799994)"
55,Coventry,Orleans,Town,1014,71.7,27.7,718,05825,NULL,NULL,Cynthia,Diaz,P.O. Box 104,Coventry,VT,05825,168 Main Street,Coventry,VT,05825,802-754-2288,802-754-6274,covtc@hotmail.com,M T Th F 8-12; W 4-7pm; 3rd Sat 9-2,"168 Main Street
Coventry, VT 05825
(44.86657342800004, -72.26410068699994)"
40,Calais,Washington,Town,1529,99.9,38.6,777,05650,http://www.calaisvermont.gov,NULL,Eva,Morse,3120 Pekin Brook Road,East Calais,VT,05650,3120 Pekin Brook Road,Calais,VT,05650,802-456-8720,NULL,calais.townclerk@gmail.com,M T Th 8-5; Sat 8-12,"3120 Pekin Brook Road
Calais, VT 05650
(44.36394402600007, -72.47096278499998)"
167,Richmond,Chittenden,Town,4090,83.7,32.3,319,05477,http://www.richmondvt.com/home.php,NULL,Linda,Parent,P.O. Box 285,Richmond,VT,05477,203 Bridge Street,Richmond,VT,05477,802-434-2221,802-434-5570,townclerk@richmondvt.com,M 8-5; T-Th 8-4; F 8-12,"203 Bridge Street
Richmond, VT 05477
(44.40289691300006, -72.99539850299993)"
133,Moretown,Washington,Town,1653,104.2,40.2,500,05660,http://www.moretownvt.org/,NULL,Cherilyn,Lamson,P.O. Box 666,Moretown,VT,05660,994 Route 100B,Moretown,VT,05660,802-496-3645,802-329-2221,townclerk@moretownvt.net,M-Th 7-2:45,"994 Route 100B
Moretown, VT 05660
(44.24853608900003, -72.76249123599996)"
234,West Windsor,Windsor,Town,1067,64,24.7,689,05037,http://www.westwindsorvt.govoffice2.com/,NULL,Cathy,Archibald,P.O. Box 6,Brownsville,VT,05037,22 Brownsville-Hartland Road,West Windsor,VT,05089,802-484-7212,802-484-3518,west.windsor.townclerk@valley.net,M-F 9-12 and 1:30-4:30,"22 Brownsville-Hartland Road
West Windsor, VT 05089
(43.468175934000044, -72.47112942199993)"
175,Rutland,Rutland,Town,4038,50,19.3,540,05736,http://www.rutlandtown.com/,NULL,Marie,Hyjek,P.O. Box 225,Center Rutland,VT,05736,181 Business Route 4,Center Rutland,VT,05736,802-773-2528 x5,802-773-7295,mkh@rutlandtown.com,M-F 8-4:30,"181 Business Route 4
Center Rutland, VT 05736
(43.60437532100008, -73.00825116299995)"
81,Glover,Orange,Town,966,100,38.6,945,05839,http://townofglover.com/,NULL,Donna,Sweeney,51 Bean Hill,Glover,VT,05839,51 Bean Hill,Glover,VT,05839,802-525-6227,802-525-4115,glovertc@comcast.net,M-Th 8-4,"51 Bean Hill
Glover, VT 05839
(44.70721223600003, -72.18799809199999)"
223,Warren,Washington,Town,1681,103.8,40.1,893,05674,http://www.warrenvt.org,NULL,Reta,Goss,P.O. Box 337,Warren,VT,05674,42 Cemetery Road,Warren,VT,05674,802-496-2709,802-496-2418,clerk@warrenvt.org,M-F 9-4:30,"42 Cemetery Road
Warren, VT 05674
(44.11320174200006, -72.85526490199999)"
12,Barnet,Caledonia,Town,1690,112.9,43.6,452,05821,http://www.barnetvt.org,NULL,Benjamin,Heisholt,P.O. Box 15,Barnet,VT,05821,1742 US Route 5 South,Barnet,VT,05821,802-633-2256,802-633-4315,townclerk@barnetvt.org,M-F 9-12 and 1-4:30,"1742 US Route 5 South
Barnet, VT 05821
(44.29720295900006, -72.04836395099994)"
6,Athens,Windham,Town,340,33.9,13.1,980,05143,,NULL,Darlene,Wyman,56 Brookline Road,Athens,VT,05143,56 Brookline Road,Athens,VT,05143,802-869-3370,802-869-3370,townofathens@hotmail.com,M 9-1 or by appt.,"56 Brookline Road
Athens, VT 05143
(43.12467069500008, -72.56895513499995)"
49,Chittenden,Rutland,Town,1182,192.2,74.2,1100,05737,http://www.chittendenvt.org/,NULL,Roberta,Janoski,P.O. Box 89,Chittenden,VT,05737,337 Holden Rd,Chittenden,VT,05737,802-483-6647,802-483-2504,chittendenvt@comcast.net,M T Th F 1:30-5; W 1:30-7,"337 Holden Rd
Chittenden, VT 05737
(43.70721713800003, -72.95096421099998)"
173,Rupert,Bennington,Town,704,115.5,44.6,824,05776,NULL,NULL,Andrea,Lenhardt,P.O. Box 140,West Rupert,VT,05776,187 East Street,West Rupert,VT,05776,802-394-7728,802-394-2524,rupert187@myfairpoint.net,M 11-7; T W 12-5; Th 8:30-3:30,"187 East Street
West Rupert, VT 05776
(43.230877460000045, -73.21982662999994)"
14,Barre,Washington,Town,7602,79.5,30.7,760,05678,http://www.barretown.org/,NULL,Donna,Kelty,P.O. Box 124,Websterville,VT,05678,149 Websterville Road,Websterville,VT,05678,802-479-9391,802-479-9332,dkelty@barretown.org,M-F 8-4:30,"149 Websterville Road
Websterville, VT 05678
(44.16049573200007, -72.46999599599997)"
216,Victory,Essex,Town,97,111.4,43,1100,05858,NULL,NULL,Ruth,Neborsky,P.O. Box 609,North Concord,VT,05858,102 Radar Road,Victory,VT,05858,802-328-2400,NULL,townofvictory@wildblue.net,Th 9-4; and by appt.,"102 Radar Road
Victory, VT 05858
(44.57629688900005, -71.78482851199993)"
125,Mendon,Rutland,Town,1028,98.7,38.1,1020,05701,http://www.mendonvt.org,NULL,Jeff,Bradley,34 US Route 4,Mendon,VT,05701,34 US Route 4,Mendon,VT,05701,802-775-1662,802-773-9682,mendonclerk@comcast.net,M-Th 8-5,"34 US Route 4
Mendon, VT 05701
(43.605843710000045, -72.97170868299997)"
144,North Hero,Grand Isle,Town,810,120.6,46.6,116,05474,http://www.northherovt.com,NULL,Pete,Johnson,P.O. Box 38,North Hero,VT,05474,6441 US Route 2,North Hero,VT,05474,802-372-6926,802-372-3806,townclerk@northherovt.com,"M T Th 8-4:30, W F 8-12; Sat 8-12","6441 US Route 2
North Hero, VT 05474
(44.85010324700005, -73.26274977699995)"
164,Reading,Windsor,Town,707,107.9,41.7,754,05062,http://www.readingvt.govoffice.com/,NULL,Barbara,Acuna,P.O. Box 72,Reading,VT,05062,799 Route 106,Reading,VT,05062,802-484-7250,802-484-7250,readingvermont@comcast.net,M-Th 9-5,"799 Route 106
Reading, VT 05062
(43.455555332000074, -72.53714754699996)"
79,Georgia,Franklin,Town,4375,117,45.2,385,05478,http://townofgeorgia.com/,NULL,Laurie,Broe,47 Town Common Road North,St. Albans,VT,05478,47 Town Common Road North,Georgia,VT,05478,802-524-3524,802-524-3543,georgia_clerk@comcast.net,M-F 8-4,"47 Town Common Road North
Georgia, VT 05478
(44.72935794000006, -73.11672225499996)"
128,Middletown Springs,Rutland,Town,823,59.2,22.8,850,05757,http://middletownsprings.vt.gov/,NULL,Laura,Castle,P.O. Box 1232,Middletown Springs,VT,05757,10 Park Avenue,Middletown Springs,VT,05757,802-235-2220,802-235-2076,middletown@vermontel.net,M T 9-12 and 1-4; F 12-4; Sat 9-12; and by appt.,"10 Park Avenue
Middletown Springs, VT 05757
(43.486047014000064, -73.11795980499994)"
110,Kirby,Caledonia,Town,456,63.3,24.4,1260,05851,http://kirbyvermont.org/,NULL,Wanda,Grant,346 Town Hall Road,Lyndonville,VT,05851,346 Town Hall Road,Kirby,VT,05851,802-626-9386,802-626-9386,kirbytc@kingcon.com,T Th 8-3,"346 Town Hall Road
Kirby, VT 05851
(44.522406974000035, -71.93845187599999)"
113,Lemington,Essex,Town,107,91.3,35.3,1015,05903,NULL,NULL,Lucie,Daley,2549 River Road,Lemington,VT,05903,2549 River Road,Lemington,VT,05903,802-277-4814,802-277-4091,lemitown@myfairpoint.net,W 3:30-6:30,"2549 River Road
Lemington, VT 05903
(44.83999680000005, -71.55656389999996)"
24,Bradford,Orange,Town,2619,77.4,29.9,425,05033,http://www.bradford-vt.us/,NULL,Marianne,McClure,P.O. Box 339,Bradford,VT,05033,172 North Main Street,Bradford,VT,05033,802 222-4727,802 222-3520,clerk@bradford-vt.us,M-Th 9-4:30; F 9-12,"172 North Main Street
Bradford, VT 05033
(43.99766705300004, -72.12644895799997)"
243,Whitingham,Windham,Town,1298,101.8,39.3,1650,05342,,Jacksonville,Almira,Ackus,P.O. Box 529,Jacksonville,VT,05342,2948 VT Route 100,Jacksonville,VT,05342,802-368-7887,802-368-7519,whitinghamtownclerk@yahoo.com,M T Th F 9-2; W 9-2 and 5-7 p.m.; 1st Sat. 9-12,"2948 VT Route 100
Jacksonville, VT 05342
(42.79867864700003, -72.82274520399994)"
91,Halifax,Windham,Town,782,103.1,39.8,1590,05358,http://www.halifaxvermont.com,NULL,Patricia,Dow,P.O. Box 127,West Halifax,VT,05358,246 Branch Road,West Halifax,VT,05358,802-368-7390,802-368-7390,townclerk@halifaxvermont.com,M T F 9-4; Sat 9-12,"246 Branch Road
West Halifax, VT 05358
(42.78329222800005, -72.76840359399995)"
38,Burlington,Chittenden,City,38889,40.1,15.1,201,05401,http://www.ci.burlington.vt.us/,NULL,Jonathan,Leopold,149 Church Street,Burlington,VT,05401,149 Church Street,Burlington,VT,05401,802-865-7019,802-865-7014,sschrader@burlingtonvt.gov,M-F 8-4:30,"149 Church Street
Burlington, VT 05401
(44.47631570100003, -73.21253909699993)"
218,Walden,Caledonia,Town,782,101.1,39,1830,05873,NULL,NULL,Lina,Smith,12 VT Route 215,West Danville,VT,05873,12 VT Route 215,Walden,VT,05873,802-563-2220,802-563-3008,waldentc@pivot.net,M-W 9-4; Th 9-5,"12 VT Route 215
Walden, VT 05873
(44.452079758000025, -72.25680544799997)"
13,Barre,Washington,City,9291,10.4,4,609,05641,http://www.barrecity.org/,NULL,Carolyn,Dawes,P.O. Box 418,Barre,VT,05641,"6 North Main Street, Suite 6",Barre,VT,05641,802-476-0242,802-476-0264,cdawes@barrecity.org,M-F 7:30-4:30,"6 North Main Street, Suite 6
Barre, VT 05641
(44.196939214000054, -72.50152590699997)"
16,Belvidere,Lamoille,Town,294,83.2,32.1,720,05442,NULL,NULL,Shirley,Brown,3996 VT Route 109,Belvidere,VT,05442,3996 VT Route 109,Belvidere,VT,05442,802-644-6621,802-644-6621,beltc@pshift.net,T-Th 8:30-3:30,"3996 VT Route 109
Belvidere, VT 05442
(44.74949435700006, -72.69298686199994)"
251,Wolcott,Lamoille,Town,1456,101.5,39.2,720,05680,http://www.wolcottvt.org/,NULL,Linda,Martin,P.O. Box 100,Wolcott,VT,05680,28 Railroad Street,Wolcott,VT,05680,802-888-2746,802-888-2669,wolcott@pshift.com,T 8-6; W-F 8-4,"28 Railroad Street
Wolcott, VT 05680
(44.558676381000055, -72.46972660599994)"
66,Eden,Lamoille,Town,1152,166.5,64.3,1111,05653,http://www.edenvt.org/,NULL,Candace,Vear,71 Old Schoolhouse Road,Eden Mills,VT,05653,71 Old Schoolhouse Road,Eden Mills,VT,05653,802-635-2528,802-635-1724,cveareden@myfairpoint.net,M-Th 8-4,"71 Old Schoolhouse Road
Eden Mills, VT 05653
(44.71065525400007, -72.53798525599996)"
21,Bethel,Windsor,Town,1968,117.7,45.5,573,05032,http://www.bethelvt.govoffice3.com/,NULL,Jean,Burnham,P.O. Box 404,Bethel,VT,05032,134 South Main Street,Bethel,VT,05032,802-234-9722,802-234-6840,betheltownclerk@comcast.net,M Th 8-12:30 and 1-4; T F 8-12,"134 South Main Street
Bethel, VT 05032
(43.82694958900004, -72.62954672199999)"
77,Fletcher,Franklin,Town,1179,98.4,38,628,05444,http://fletchervt.net/,NULL,Elaine,Sweet,215 Cambridge Rd,Cambridge,VT,05444,215 Cambridge Rd,Fletcher,VT,05444,802-849-6616,802-849-2500,townfletcher@surfglobal.net,M 8-3:30 and 6:30-8:30 pm; T-Th 8-3:30,"215 Cambridge Rd
Fletcher, VT 05444
(44.68303621100006, -72.91016882599996)"
185,Shoreham,Addison,Town,1222,120,46.3,396,05770,http://www.shorehamvt.org,NULL,Amy,Douglas,297 Main Street,Shoreham,VT,05770,297 Main Street,Shoreham,VT,05770,802-897-5841,802-897-2545,shorehamtown@shoreham.net,M T Th F 9-12 and 1-4,"297 Main Street
Shoreham, VT 05770
(43.89375197500004, -73.31494699099994)"
68,Enosburgh,Franklin,Town,2788,126.2,48.7,422,05450,http://www.enosburghvermont.org/,Enosburgh Falls,Billie Jo,Draper,P.O. Box 465,Enosburgh Falls,VT,05450,239 Main Street,Enosburgh Falls,VT,05450,802-933-4421,802-933-4832,enostown@myfairpoint.net,M-F 8-4,"239 Main Street
Enosburgh Falls, VT 05450
(44.905954346000044, -72.80579283399999)"
214,Vernon,Windham,Town,2141,51.8,20,280,05354,http://www.vernon-vt.org/,NULL,Sandra,Harris,567 Governor Hunt Road,Vernon,VT,05354,567 Governor Hunt Road,Vernon,VT,05354,802-257-0292,802-254-3561,s.harris@vernon-vt.org,M-Th 7-5,"567 Governor Hunt Road
Vernon, VT 05354
(42.78016493500007, -72.52158828599994)"
254,Woodstock,Windsor,Town,3232,115.6,44.6,705,05091,http://www.townofwoodstock.org,Woodstock,Jerome,Morgan,31 The Green,Woodstock,VT,05091,31 The Green,Woodstock,VT,05091,802-457-3611,802-457-2329,jay@townofwoodstock.org,M-F 8-12 and 1-4:30,"31 The Green
Woodstock, VT 05091
(43.623448678000045, -72.52084402899999)"
96,Highgate,Franklin,Town,3397,155.1,59.9,308,05459,http://www.highgatevt.org,NULL,Tom,Racine,P.O. Box 189,Highgate,VT,05459,2996 VT Route 78,Highgate,VT,05459,802-868-4697,802-868-3064,hgtownclerk@gmail.com,M-F 8:30-12 and 1:00-4:30,"2996 VT Route 78
Highgate, VT 05459
(44.93834268300003, -73.04710484399999)"
119,Lunenburg,Essex,Town,1328,117.5,45.4,1172,05906,NULL,NULL,Patricia,Scott,P.O. Box 54,Lunenburg,VT,05906,9 West Main Street,Lunenburg,VT,05906,802-892-5959,802-892-5100,lunenburg01@live.com,M-Th 8-12 and 1-3; F 8-12,"9 West Main Street
Lunenburg, VT 05906
(44.46317162200006, -71.68266951099997)"
250,Winooski,Chittenden,City,6561,3.9,1.5,200,05404,http://www.winooskivt.org/,NULL,Carol,Barrett,27 West Allen Street,Winooski,VT,05405,27 West Allen Street,Winooski,VT,05405,802-655-6419,802-655-6414,cjbarrett@winooskivt.org,M 8-8 p.m.; T-Th 8-4; F 8-12,"27 West Allen Street
Winooski, VT 05405
(44.491441112000075, -73.18777316899997)"
165,Readsboro,Bennington,Town,809,94.5,36.5,1205,05350,https://readsborovt.org/,NULL,Annette,Caruso,P.O. Box 102,Readsboro,VT,05350,301 Phelps Lane,Readsboro,VT,05350,802-423-5405,802-423-5423,clerk@readsborovt.org,M-F 9-3,"301 Phelps Lane
Readsboro, VT 05350
(42.77140644100007, -72.94067318199995)"
252,Woodbury,Washington,Town,809,101.3,39.1,1164,05681,http://woodburyvt.org/,NULL,Marcia,McGlynn,P.O. Box 10,Woodbury,VT,05681,1672 Route 14,Woodbury,VT,05681,802-456-7051,802-456-8834,woodburyclerk@comcast.net,M 9-1 and 6-8 p.m.; T-Th 9-1,"1672 Route 14
Woodbury, VT 05681
(44.41465350500005, -72.41791873899996)"
230,Wells,Rutland,Town,1121,60.5,23.4,502,05774,http://wellsvt.com/,NULL,Nora,Sargent,P.O. Box 585,Wells,VT,05774,108 Route 30,Wells,VT,05774,802-645-0486,802-645-0464,wellstownclerk@comcast.net,M W Th 7:30-3:30; T 11-6; and by appt.,"108 Route 30
Wells, VT 05774
(43.416915750000044, -73.21217902199999)"
4,Andover,Windsor,Town,496,74.5,28.8,1000,05143,,NULL,Linda,Bargfrede,953 Weston-Andover Road,Andover,VT,05143,953 Weston-Andover Road,Andover,VT,05143,802-875-2765,802-875-6646,clerk@vermontel.net,M T Th F 9-1; W 11-3,"953 Weston-Andover Road
Andover, VT 05143
(43.27790228300006, -72.69929203499998)"
195,Stamford,Bennington,Town,813,102.6,39.6,1131,05352,http://www.stamfordvt.org/,NULL,Nancy,Bushika,986 Main Road,Stamford,VT,05352,986 Main Road,Stamford,VT,05352,802-694-1361,802-694-1636,stamfdvt@live.com,T W 10-4; Th 11-4 and 7-9 p.m.; F 11-4,"986 Main Road
Stamford, VT 05352
(42.75501062300003, -73.06813513999998)"
220,Waltham,Addison,Town,479,23,8.9,450,05491,NULL,NULL,Mary,Kinson,P.O. Box 175,Vergennes,VT,05491,2053 Maple Street,Waltham,VT,05491,802-877-3641,802-877-3641,Waltham@myfairpoint.net,T F 9-3,"2053 Maple Street
Waltham, VT 05491
(44.13082819700003, -73.24508414399997)"
